nom;iso;lits
Institut de Santé Millicent Yeom;DEU;1072
Centre Hospitalier Merle Sheppard;DEU;4389
Centre Hospitalier Universitaire James Viviano;DEU;5987
Centre David Tobias;DEU;4199
Centre Médical Irene Weekley;DEU;8598
Centre Hospitalier Jennifer Hancock;DEU;5657
Centre Hospitalier John Harrison;DEU;4559
Institut Sara Richardson;DEU;2139
Institut Alejandro Noel;DEU;5577
Centre Hospitalier Universitaire Jessie Marusak;DEU;4845
Centre de Recherche Elizabeth Bailey;DEU;5350
Hôpital Mary Haines;DEU;4888
Centre Hospitalier Universitaire Larry Hall;DEU;5621
Institut de Santé Michele Olson;DEU;9888
Centre Hospitalier Laura Cotton;DEU;6772
Hôpital Margaret Timmons;DEU;4866
Clinique Frederick Berger;DEU;6973
Clinique Karen Hedstrom;DEU;3777
Hôpital Adam Smith;DEU;4774
Centre Hospitalier Florence McCauley;DEU;3971
Centre Hospitalier James Kreutzer;DEU;7118
Centre Michael Naples;DEU;2062
Institut de Santé Michael Thomas;DEU;5598
Hôpital Kelly Johanson;DEU;7370
Clinique Robert Becker;DEU;3080
Institut Melissa Murry;DEU;8869
Clinique Lewis Donahoe;DEU;4553
Institut de Santé Anita Curtis;DEU;8595
Centre Dwayne Price;DEU;6872
Centre Oscar Tonneson;DEU;6594
Hôpital Walter Johnson;DEU;8474
Centre Hospitalier Universitaire Robert Billingsley;DEU;1894
Hôpital Fred Crowder;DEU;6150
Institut de Santé Lydia Davis;DEU;800
Institut Alan Villalobos;DEU;3739
Clinique Jose Garcia;DEU;1608
Centre Hospitalier Universitaire John Carnahan;DEU;8810
Centre Médical Ashley Moore;DEU;5729
Clinique Tracy Hines;DEU;3447
Centre Hospitalier Universitaire Darin Demeo;DEU;8610
Centre Médical Ann Washington;DEU;7730
Centre Dean Schafer;DEU;8059
Centre Hospitalier Barbara Sandoval;DEU;3283
Centre Hospitalier Universitaire John King;DEU;1314
Centre Hospitalier Universitaire Chester Hungler;DEU;2428
Hôpital Richard Yates;DEU;9912
Hôpital Laila Herd;DEU;7656
Centre Hospitalier Universitaire Brian Dacosta;DEU;3968
Centre Hospitalier Universitaire Randy Ramsey;DEU;1814
Hôpital Merrill Grey;DEU;9644
Centre Hospitalier William O'Niell;DEU;2199
Institut Charles Solomon;DEU;8338
Hôpital Brian Phelps;DEU;918
Hôpital Andy White;DEU;4961
Centre Médical Anna McNutt;DEU;1987
Centre Médical Jerome Fugate;DEU;2248
Centre Hospitalier Universitaire Dorothy Dula;DEU;628
Hôpital Catherine Stubblefield;DEU;450
Centre Hospitalier Minnie Feaster;GHA;1755
Centre Médical Andrew Edens;GHA;8111
Centre Tammy Lewis;GHA;7552
Hôpital Carol Adusumilli;GHA;5886
Institut Joyce Qureshi;GHA;4268
Institut Anna Alexander;GHA;470
Centre de Recherche Joyce Miranda;GRC;9697
Hôpital Ray Herpin;GRC;3811
Institut Elaine Dowling;GRC;6307
Centre Hospitalier Betty Moran;GRC;6392
Institut Lawrence Kunz;GRC;3389
Clinique Alan Watkins;GRC;4692
Centre Hospitalier Sylvia Perry;GRC;5288
Centre Steve Risley;GRC;1294
Centre de Recherche Dennis Sumulong;GRC;1201
Centre Hospitalier Universitaire Mark Day;GRC;1046
Centre de Recherche Wm Miller;GRC;729
Centre Hospitalier Universitaire Roger Kasberg;GRC;312
Centre Jennifer Figueroa;GRD;448
Centre Hospitalier Sharon Lynn;GTM;510
Centre de Recherche Brandon Clarke;GTM;6934
Centre Margaret Dambrosio;GTM;1381
Centre Hospitalier Universitaire Oscar Vanvoorst;GTM;1462
Centre Hospitalier Jose Lobo;GTM;468
Clinique Joan Gilbert;GIN;2956
Centre Mary Griffith;GIN;562
Clinique Shani Seeley;GIN;454
Centre Roger Irwin;GUY;1076
Centre Hospitalier Universitaire Elise Sapp;GUY;378
Centre Robert Smith;HTI;7806
Centre de Recherche Nelly Dietz;HTI;412
Centre de Recherche Thomas Brown;HND;589
Centre de Recherche Gary Cantrell;HND;876
Centre Médical Joel Bucy;HND;1747
Clinique Jamison Ackley;HND;2677
Centre Hospitalier Charles Barton;HND;621
Clinique Peter Medlock;HND;484
Centre Médical Heather Baran;HUN;6979
Institut de Santé Erin Scott;HUN;3090
Institut Richard Ferrante;HUN;2779
Centre Hospitalier Joshua Davila;HUN;9761
Centre Marguerite Ho;HUN;8043
Centre Gwendolyn Etz;HUN;9183
Hôpital Matthew Pentz;HUN;4104
Institut de Santé Lloyd Daniel;HUN;1057
Institut de Santé Frank Dominique;HUN;9988
Institut Jerry Delbosque;HUN;3285
Institut Ruth Makatura;HUN;8470
Centre Médical Gertrude Gonzales;HUN;502
Centre Hospitalier Erin Flowers;HUN;512
Hôpital William Carpenter;HUN;98
Centre Hospitalier Anna Catz;ISL;584
Centre de Recherche Rosario Tran;ISL;442
Hôpital Stephanie Hale;IND;3900
Institut de Santé Celesta Robinson;IND;3089
Centre Hospitalier Universitaire Blanca Gale;IND;1234
Hôpital Carole Eoff;IND;7685
Institut de Santé Christel Piper;IND;4316
Centre de Recherche Brandon McCaskill;IND;8960
Institut de Santé Rosemarie Fournier;IND;6656
Centre Hospitalier Jack Supinski;IND;919
Centre Jamie Fuller;IND;2549
Centre Médical Kristy Jackson;IND;2058
Centre Hospitalier Steven Plumlee;IND;5800
Hôpital Albert Nelson;IND;4095
Institut Nancy Lewis;IND;6446
Institut Bettina Little;IND;4482
Centre Hospitalier Universitaire Barry Nelson;IND;8309
Hôpital David Taylor;IND;7053
Centre Médical Steven Rodriquez;IND;4108
Centre Lana Dominguez;IND;8893
Centre Colleen Cromwell;IND;3086
Centre Hospitalier Universitaire Troy Carter;IND;7277
Centre Kevin Flynn;IND;7287
Institut Scott Confer;IND;5847
Institut de Santé Lonnie Mendez;IND;5633
Centre Hospitalier Universitaire Timothy Scott;IND;1721
Institut Rose Victor;IND;7129
Centre Hospitalier Ellen Higgins;IND;3642
Centre Hospitalier Universitaire Vernon Malec;IND;8445
Centre de Recherche Peggy Trautman;IND;6197
Centre de Recherche Jason Farhat;IND;5151
Hôpital Brian Johnson;IND;7601
Hôpital Pedro Coen;IND;9507
Centre Médical Steve Wellman;IND;740
Centre de Recherche Sarah Mitchell;IND;5406
Centre Médical Tamara Gomes;IND;627
Clinique Richard Lheureux;IND;1151
Centre Hospitalier Universitaire Lila Culpepper;IND;5610
Institut Judith Peterson;IND;6984
Centre Hospitalier Christina Cantrell;IND;9261
Centre de Recherche Elaine Lang;IND;7211
Institut Patricia Wilson;IND;7298
Centre Hospitalier Universitaire Samuel Johnson;IND;2320
Clinique Jennifer Ortiz;IND;6778
Centre Médical Kenneth Jackson;IND;599
Hôpital Debbie Kelley;IND;1170
Institut Anna Rogers;IND;3066
Centre Linda Harp;IND;1734
Centre Hospitalier Universitaire Jane Smith;IND;1932
Centre Hospitalier Universitaire Molly Jones;IND;2208
Centre Hospitalier Universitaire Sean Sensiba;IND;3367
Institut Daniel Vazquez;IND;4755
Centre Hospitalier Universitaire Clinton Williams;IND;8287
Clinique Lila Sisk;IND;6097
Clinique Lydia Coleman;IND;1414
Centre Michael Taylor;IND;3568
Institut Michael Flatt;IND;8336
Centre Hospitalier Universitaire Robert Dziak;IND;9495
Centre de Recherche Charles Davis;IND;6882
Centre Hospitalier Rafael Hazelhurst;IND;2395
Hôpital Elizabeth Tebbe;IND;3234
Centre Hospitalier Joel Harmer;IND;4217
Hôpital Andrew Ziegler;IND;2209
Clinique Rita Slaten;IND;5768
Centre Hospitalier Universitaire John Thompson;IND;3013
Hôpital Mary Jackson;IND;9477
Hôpital Chanel Smith;IND;5055
Institut de Santé Shannon Smith;IND;8023
Institut Roma Meeks;IND;858
Centre de Recherche Evie McKnight;IND;1452
Centre Hospitalier Universitaire Robert Mandola;IND;4861
Centre Hospitalier Janina Walter;IND;4021
Centre Médical Cynthia White;IND;5366
Institut Darlene Lopez;IND;6744
Hôpital Chelsea White;IND;3161
Institut de Santé Alfredo Fuentes;IND;6938
Centre Hospitalier Virginia Adamczyk;IND;6071
Institut de Santé Joyce Samuel;IND;6036
Institut Joan Moreno;IND;1583
Clinique Daniel Skinner;IND;1424
Institut de Santé Brenda Stackhouse;IND;4576
Clinique Scott Chan;IND;2538
Centre Hospitalier Universitaire Terrence Early;IND;4819
Centre de Recherche Lydia Silkwood;IND;1894
Clinique Madge Dungan;IND;656
Centre Médical Patrick Gilchrist;IND;6252
Institut de Santé Maria Toledo;IND;9638
Centre John Lowman;IND;6917
Institut de Santé Bettie Cutler;IND;6208
Hôpital Christopher Chan;IND;6554
Centre de Recherche Bradley Webb;IND;3056
Centre de Recherche Lisa Mendez;IND;3775
Centre Mark Nelson;IND;6981
Centre de Recherche Horace McClurg;IND;2718
Hôpital Carlos Garza;IND;2305
Clinique Nathaniel Behme;IND;7848
Centre Médical Jeanne Doyle;IND;7496
Centre Hospitalier Universitaire Rosalyn Kor;IND;6871
Centre Debora Grigsby;IND;2293
Centre Médical Barry Batts;IND;8310
Centre de Recherche Francis Tucker;IND;6687
Institut de Santé Ingrid Marazita;IND;1241
Hôpital Rose Sharp;IND;1977
Centre Mathew Helms;IND;6899
Centre Médical Kristine Ledford;IND;5433
Clinique Josette Hunt;IND;1361
Clinique James Short;IND;7372
Centre Hospitalier Universitaire Amy Rousseau;IND;2820
Centre Hospitalier Universitaire Robert Burdge;IND;4999
Centre de Recherche Suzanne Henry;IND;8939
Hôpital David Green;IND;5308
Centre Stephen Marquez;IND;5383
Centre Hospitalier Thomas Hoeschen;IND;6393
Centre de Recherche David Clites;IND;6533
Centre Kathy Vasquez;IND;8797
Centre Médical Andrew Brazil;IND;4618
Centre Hospitalier Universitaire Brandy Melchione;IND;8455
Centre de Recherche Paul Thompson;IND;7054
Institut Lori Windham;IND;9742
Institut de Santé Latoya Hudson;IND;9446
Institut de Santé John Baker;IND;6438
Centre Médical Bernadette Coffee;IND;4979
Centre de Recherche Shelby Twedt;IND;2005
Centre de Recherche Jesse Carder;IND;9680
Centre Shawn Donaghy;IND;4161
Clinique Sam Kubal;IND;879
Centre Médical Barry Utzinger;IND;1294
Clinique Audrey Villar;IND;6597
Centre Médical Sheila Luttrell;IND;4281
Institut de Santé Luz Palumbo;IND;5741
Centre Hospitalier Universitaire Rosemary Tucker;IND;5346
Institut de Santé Glen Crossman;IND;7837
Institut Claude Knowles;IND;756
Hôpital Edward Grimmer;IND;8122
Centre de Recherche William Levinson;IND;1407
Institut de Santé Kathryn Jones;IND;8761
Hôpital Kendall Friendly;IND;5343
Centre Médical Anna Andrews;IND;6327
Centre de Recherche Sal Huerta;IND;3393
Centre Hospitalier Universitaire Donna Chaney;IND;7314
Institut de Santé Stacey Dickerson;IND;3659
Centre Hospitalier Robert Caballero;IND;8331
Clinique Tammy Rodgers;IND;7578
Centre de Recherche Georgia Elliott;IND;6044
Hôpital Rachael Lepage;IND;3078
Centre Tammy Coble;IND;3263
Institut Paula Boyle;IND;433
Centre Hospitalier Sheba Love;IDN;5104
Centre Médical John Hockett;IDN;8079
Hôpital James Echols;IDN;1117
Centre Cindy Goff;IDN;6330
Centre Warren Werner;IDN;1255
Institut de Santé Juan Fisher;IDN;5582
Centre de Recherche Alisha Volosin;IDN;9585
Centre Helen Gonzales;IDN;2670
Clinique William Knox;IDN;3076
Clinique Kenneth Irwin;IDN;2186
Centre de Recherche Dean Gilbert;IDN;4138
Hôpital Abigail Martinez;IDN;801
Institut Paul Gaytan;IDN;6893
Centre de Recherche Stuart Otto;IDN;1515
Centre Anne Ashburn;IDN;3118
Clinique Diana Walker;IDN;2696
Clinique Roger Sosa;IDN;8699
Institut John Wheeler;IDN;6248
Centre Hospitalier Universitaire Genevieve Maners;IDN;8290
Centre Médical Brandy Ortiz;IDN;3941
Centre Mary Lee;IDN;886
Centre Médical Norma Anthony;IDN;5515
Centre Hospitalier Beth Jensen;IDN;6544
Centre de Recherche Hope Anderson;IDN;2104
Institut Cindy Kilgo;IDN;5185
Clinique Jonathan Najarro;IDN;6137
Institut de Santé Victoria Bridwell;IDN;4434
Centre de Recherche Harrison Trotman;IDN;8195
Centre Hospitalier Universitaire Liliana Lopez;IDN;3926
Centre Hospitalier Universitaire Rebecca Roca;IDN;5614
Centre Hospitalier Universitaire Robert Bringas;IDN;3920
Centre de Recherche Tara Russell;IDN;7266
Institut Jeanne Orr;IDN;3938
Institut de Santé Joan Rojas;IDN;4481
Centre Médical Nancy Hammonds;IDN;4897
Institut Alan Bruns;IDN;6108
Centre Médical Ronald Rigoli;IDN;4478
Centre Hospitalier Harold Le;IDN;4736
Institut de Santé Amy Rios;IDN;4414
Centre Médical Oliva Ricks;IDN;2872
Institut Brian Clemmons;IDN;3856
Centre Hospitalier Wesley Sandford;IDN;4234
Institut de Santé Stephanie Jones;IDN;1658
Centre Médical Laura Johnson;IDN;3677
Hôpital Forrest Tallent;IDN;6441
Institut de Santé Yolanda Wass;IDN;7829
Institut de Santé William Kerr;IDN;8266
Centre Tommy Davis;IDN;3067
Centre de Recherche Kathy Caughey;IDN;1678
Centre Carlos Wright;IDN;5111
Institut Olin Rode;IDN;8067
Centre Hospitalier Kevin Umberger;IDN;2892
Hôpital Carolyn Serino;IDN;6159
Institut de Santé Harold Thompson;IDN;9535
Centre de Recherche Donald Boyce;IDN;1280
Institut Joe Otten;IDN;7613
Centre Hospitalier Universitaire Roland Coleman;IDN;2317
Clinique Margaret Lucci;IDN;3897
Centre Hospitalier Universitaire Steven Ford;IDN;8300
Centre Julia Wheeler;IDN;715
Centre Hospitalier Universitaire Linda Harrison;IDN;824
Clinique Irene Ball;IDN;338
Institut de Santé Verdie Romero;IRN;7159
Clinique Brian Spence;IRN;2289
Centre Médical Nancy Dietz;IRN;5185
Institut Sherrill Crowson;IRN;9278
Institut de Santé Joan Look;IRN;4012
Centre Terrance Mabry;IRN;8671
Centre Hospitalier Universitaire Abigail Raper;IRN;9644
Hôpital Brooke Smith;IRN;2004
Centre Katharine Depinto;IRN;7922
Institut de Santé Earl Colombo;IRN;6789
Clinique Genevieve Hamilton;IRN;3126
Clinique Verlene Golden;IRN;9881
Centre de Recherche Sally Prefontaine;IRN;3171
Clinique Frederick Sparks;IRN;8671
Institut de Santé Leslie Mannis;IRN;2315
Centre Médical Rochelle Etter;IRN;3455
Centre Médical Michael Torti;IRN;1763
Centre Sadie Eldred;IRN;5258
Clinique Rhonda Gordon;IRN;2140
Centre Hospitalier Universitaire Kevin Carrillo;IRN;1385
Centre Hospitalier Universitaire Deborah Gordon;IRN;3570
Centre Médical James Schmidt;IRN;1002
Centre Dolores Simmons;IRN;568
Clinique Sandra Walker;IRN;3928
Centre Hospitalier Donna Maldonado;IRN;1552
Institut de Santé Marguerite Howell;IRN;6157
Institut de Santé Randall Robinson;IRN;3054
Institut de Santé Joe Boudreaux;IRN;566
Institut Sarah Drummond;IRN;759
Centre Kay Markeson;IRN;628
Centre de Recherche John Solari;IRN;132
Centre Hospitalier Robert Trovato;IRQ;5842
Clinique Dale Martinez;IRQ;6605
Centre Tammy Stanley;IRQ;5900
Centre de Recherche Terry Gacusan;IRQ;9577
Centre de Recherche Heather Snider;IRQ;5417
Institut Shaun Landers;IRQ;7342
Centre Jose Eichhorn;IRQ;1363
Centre Angela Scott;IRQ;4642
Centre Hospitalier Jan Belcher;IRQ;8312
Institut Marcus Kundinger;IRQ;767
Centre de Recherche Kathryn Faust;IRQ;531
Hôpital Terry Perrott;IRQ;396
Hôpital John Kidd;IRL;9252
Centre Aimee Nguyen;IRL;2017
Hôpital Maria Meyer;IRL;2029
Centre Médical Connie Foster;IRL;972
Centre Hospitalier Universitaire Barbara Lawson;IRL;381
Institut de Santé Barbara Overby;ISR;7659
Clinique Michael Campbell;ISR;3790
Institut de Santé Isabelle Schwanke;ISR;565
Centre Hospitalier Universitaire Nilda Tucker;ISR;9171
Centre Médical Ward Goines;ISR;1696
Institut de Santé Elizabeth Dominguez;ISR;648
Centre Médical Kent Horn;ISR;769
Centre de Recherche Terry Chica;ISR;589
Centre Hospitalier Universitaire Pat Oberg;ISR;989
Centre Robert Hill;ISR;69
Centre Hospitalier Universitaire Mary Nunez;ITA;1840
Centre Médical Charlotte Greidanus;ITA;7205
Centre Delbert Pinedo;ITA;2150
Centre Hospitalier Charles Thomas;ITA;2983
Centre Phillip Bianco;ITA;9576
Centre Hospitalier Universitaire Michael Turberville;ITA;7646
Centre Sandra Owens;ITA;7727
Centre Hospitalier Christopher Green;ITA;2096
Centre Médical Nancy Thomason;ITA;7245
Centre Donna Mullen;ITA;6037
Institut Robert Marion;ITA;4179
Centre de Recherche Nathan Vargas;ITA;7450
Centre de Recherche James Everett;ITA;6058
Institut William Collier;ITA;798
Centre Howard Nguyen;ITA;5021
Hôpital Jerald Hajduk;ITA;4862
Centre Delores Bates;ITA;7952
Centre William Parsons;ITA;6881
Centre Hospitalier Charles Stewart;ITA;6990
Institut Anthony Doran;ITA;2898
Centre de Recherche Harold Whatley;ITA;8467
Centre Hospitalier William Bowser;ITA;9731
Centre de Recherche Margaret Little;ITA;9259
Centre de Recherche James Fagundes;ITA;4271
Institut Terry Torres;ITA;1970
Hôpital Sharon Hendrickson;ITA;786
Institut de Santé Susan Baxter;ITA;1178
Centre Hospitalier Universitaire Barbara Burr;ITA;4545
Hôpital Hunter Reisinger;ITA;6874
Institut Sylvia Boone;ITA;2395
Centre Vicki Webb;ITA;3007
Centre Hospitalier Universitaire Joseph Pritchard;ITA;6629
Centre Barbara Fite;ITA;6545
Centre de Recherche Linda Aston;ITA;5399
Clinique Denise Opsahl;ITA;985
Institut de Santé Rosemary Bivens;ITA;4889
Centre Hospitalier Universitaire James Blackburn;ITA;5395
Centre Linda Destefano;ITA;1346
Clinique Thomas Brown;ITA;722
Centre Hospitalier Universitaire Celia Miller;ITA;483
Institut de Santé Maria Kearns;JAM;2055
Hôpital Lenora Bell;JAM;2289
Centre Hospitalier Universitaire Leonel Lopez;JAM;604
Centre Médical Rodrigo Brown;JAM;352
Centre de Recherche Bradford Amidei;JPN;9175
Centre Hospitalier Lois Hughey;JPN;2904
Centre de Recherche August Morgan;JPN;1340
Institut de Santé Duane Szumowski;JPN;7226
Centre Médical Joann Kines;JPN;2683
Centre Hospitalier Britney Vierra;JPN;4889
Institut Earnest Daniels;JPN;6630
Centre Hospitalier Universitaire Leonard Duncan;JPN;2265
Centre de Recherche Marshall Kovatch;JPN;4340
Centre de Recherche Juli Boydston;JPN;6538
Hôpital Shasta Ortiz;JPN;9817
Centre de Recherche Sharon Olguin;JPN;1597
Institut de Santé Yesenia Godinez;JPN;2603
Hôpital Brent Johnson;JPN;7200
Institut Lawrence Lawler;JPN;2977
Centre Eddie Perea;JPN;7958
Institut de Santé Milo Goulart;JPN;6992
Clinique Marcella Legay;JPN;1130
Centre Hospitalier Universitaire Ralph Darville;JPN;2874
Centre Hospitalier Jacob King;JPN;1393
Hôpital Dennis Ramirez;JPN;1949
Clinique Mildred Williamson;JPN;3187
Clinique Tressa Wilson;JPN;1667
Institut de Santé Juan Heil;JPN;6266
Centre Médical Jayne Stonerock;JPN;3804
Hôpital Betty Chesterman;JPN;9052
Centre Clara Diaz;JPN;4900
Centre Hospitalier Universitaire Manuel Epperson;JPN;9009
Centre de Recherche Irene Makowski;JPN;4647
Clinique George Gordon;JPN;8605
Hôpital Jose Rogers;JPN;7851
Centre de Recherche Alice Richardson;JPN;1161
Institut Rick Smith;JPN;2621
Centre Georgia Brown;JPN;7613
Centre Médical Maricela Taylor;JPN;2120
Centre Leona Turner;JPN;5627
Centre Allan Talmage;JPN;5316
Hôpital Dennis Crawford;JPN;5590
Centre de Recherche Beatrice Reed;JPN;3106
Centre Hospitalier Universitaire Leona Neff;JPN;2624
Centre Cornelius Childers;JPN;634
Centre de Recherche Nancy Neal;JPN;8504
Clinique Donald Mackin;JPN;9960
Centre Beverly Macarthur;JPN;4204
Centre Médical Leonard Prola;JPN;9910
Centre de Recherche James Bess;JPN;2045
Centre de Recherche Sheila Graef;JPN;6169
Clinique Shane Denison;JPN;1987
Centre Médical John Kinsman;JPN;4914
Institut Joan Munoz;JPN;7568
Centre Hospitalier Universitaire Elizabeth Demmon;JPN;3220
Centre Hospitalier Universitaire Ricky Shirley;JPN;4881
Centre de Recherche Ernestine Zuniga;JPN;849
Institut Shawnta Dees;JPN;4618
Centre de Recherche Sharon Doherty;JPN;9698
Centre de Recherche Ethel Perez;JPN;6849
Institut de Santé Jacqueline Harris;JPN;3223
Centre de Recherche Kizzie Booker;JPN;5061
Centre Médical Jennifer Davis;JPN;5803
Hôpital Thelma Castillo;JPN;1471
Centre Hospitalier Universitaire Herbert Phan;JPN;4137
Institut Gregory Ny;JPN;2625
Centre Hospitalier Phyllis McGarrell;JPN;2369
Institut Dominique Shields;JPN;8665
Centre Médical Johnny Duvall;JPN;3611
Clinique Christopher Martin;JPN;3491
Institut de Santé Beatrice Webb;JPN;5919
Centre Johnnie Pelligrino;JPN;2365
Clinique Andrew Slaughter;JPN;2165
Centre de Recherche Dolores Powers;JPN;4874
Centre Paul Burke;JPN;6395
Centre de Recherche Francisco Adams;JPN;7614
Institut Louise Kiltz;JPN;7438
Centre Hospitalier Universitaire Sean McNeece;JPN;7688
Centre de Recherche Mary Smith;JPN;5372
Centre Curtis Distefano;JPN;5728
Centre de Recherche Walter Lemon;JPN;2453
Institut de Santé Denise Hermosillo;JPN;9438
Institut Jennie Johnson;JPN;5572
Institut de Santé Jill Bashan;JPN;6323
Centre de Recherche John Charter;JPN;7513
Institut Bradley Bolger;JPN;5121
Centre Angela Kellerman;JPN;7294
Centre Beverly Elias;JPN;3081
Centre Hospitalier Universitaire Debra Fukuda;JPN;4734
Centre Hospitalier Universitaire Rosie Johnson;JPN;6466
Centre Hospitalier Universitaire Eric Ollison;JPN;6525
Centre Médical Myrtle Clingerman;JPN;2583
Centre de Recherche Doris Knipe;JPN;7732
Centre Alvaro Teeter;JPN;3547
Institut de Santé Jesus Foster;JPN;1564
Centre de Recherche Kelly Myers;JPN;8569
Centre Laverne Layman;JPN;4746
Institut de Santé Paul Zarou;JPN;5237
Institut de Santé George Pavlik;JPN;5493
Centre Jane Bell;JPN;1147
Institut James Eastman;JPN;3860
Centre Médical Kenneth Anderson;JPN;7325
Centre Hospitalier Universitaire Robert Laufer;JPN;7980
Centre Hospitalier Brian Sandoval;JPN;6149
Centre Hospitalier Rosa Coppola;JPN;3242
Institut Deborah Bochette;JPN;2866
Centre Médical Olive Hillman;JPN;5155
Centre Mark Stricklett;JPN;2330
Centre Robert Godoy;JPN;1090
Centre Cynthia Galavis;JPN;5276
Centre Kimberly Weiner;JPN;4246
Centre de Recherche Nora Derderian;JPN;1820
Centre de Recherche Ashley Ellis;JPN;1387
Centre Hospitalier Universitaire Stephen Delia;JPN;3337
Clinique John Chavez;JPN;5431
Centre Hospitalier Emilio Deweese;JPN;6203
Centre Hospitalier Lloyd Burkholder;JPN;823
Institut Brenda Bator;JPN;6469
Institut de Santé Galen Muller;JPN;9812
Centre Médical Dagny Bolger;JPN;5785
Clinique Javier Hindley;JPN;2329
Centre Bill Subramaniam;JPN;7472
Centre Hospitalier Universitaire Jennifer Warren;JPN;9612
Centre Miriam Copeland;JPN;9140
Clinique Bert Burgess;JPN;3636
Clinique Ronald Smith;JPN;7480
Centre de Recherche Carolyn Street;JPN;4085
Centre Hospitalier Cynthia Cleek;JPN;3923
Centre de Recherche Cherie Brewer;JPN;3816
Institut Maude Bogan;JPN;4821
Hôpital Ron Parsons;JPN;9588
Institut de Santé Marie Warren;JPN;5118
Centre Médical Nicholas Clawson;JPN;1498
Hôpital Adam Hilgers;JPN;4915
Centre de Recherche Anita Meindl;JPN;4882
Centre de Recherche Alice Yeary;JPN;4279
Centre Médical Sherry Harbour;JPN;7396
Hôpital Glenda Shaver;JPN;3845
Centre de Recherche Jane Heller;JPN;5704
Institut de Santé Dollie Brown;JPN;7772
Institut Mabel Sanchez;JPN;7452
Institut de Santé Charles Nunez;JPN;1203
Centre Hospitalier Universitaire Natalie Widdoes;JPN;4032
Institut de Santé Sylvia Reeb;JPN;2165
Centre Hospitalier Samuel Lundien;JPN;8490
Centre Hospitalier Universitaire Roberta Leigh;JPN;2525
Clinique Lillian Westrope;JPN;4259
Centre Bobby Emmanuel;JPN;9902
Centre de Recherche James McNeice;JPN;3423
Centre Marie Fazzini;JPN;9425
Clinique David Kuzman;JPN;6897
Centre Médical Fred Watts;JPN;2511
Centre Hospitalier Universitaire Diane Whetstone;JPN;3779
Centre Hospitalier Jeffrey Omo;JPN;3186
Centre Hospitalier Universitaire Gwendolyn Baugh;JPN;2210
Clinique Juanita Cataldo;JPN;1442
Clinique Lena Stallard;JPN;3009
Centre Hospitalier Universitaire Charmaine Friedman;JPN;7669
Centre Edwin Potokar;JPN;1381
Centre Hospitalier Universitaire Regina Blount;JPN;8223
Centre Hospitalier Ana Poynter;JPN;1878
Clinique Diane Sontag;JPN;1338
Centre Hospitalier Universitaire Raymond Roberts;JPN;6501
Centre de Recherche Paulette Price;JPN;1292
Centre de Recherche Cheryl Warren;JPN;2157
Clinique David Malley;JPN;9296
Centre de Recherche Pauline Piazza;JPN;5736
Centre Hospitalier Universitaire June Brelje;JPN;6054
Centre Tara Shepard;JPN;9341
Centre de Recherche Chester Wojcik;JPN;1577
Institut de Santé Luis Medley;JPN;4849
Centre Frank Ozaki;JPN;9761
Institut de Santé Freddy Adams;JPN;6270
Centre de Recherche Robert Labay;JPN;2346
Centre de Recherche Linda Rairigh;JPN;5627
Institut Rita Trujillo;JPN;3636
Centre Hospitalier Universitaire James Gibbs;JPN;9129
Centre de Recherche Samuel Rowland;JPN;6224
Clinique Thomas Prochaska;JPN;1738
Institut de Santé Holly Wilson;JPN;6694
Clinique Cindy McCready;JPN;3969
Centre Hospitalier Matthew Bloom;JPN;4704
Centre de Recherche Ruby Ridgeway;JPN;3865
Hôpital Joi Chesshir;JPN;5687
Centre Médical Jaime Billups;JPN;2853
Centre Charles Geisler;JPN;3524
Institut de Santé Claude Weller;JPN;6340
Clinique Juanita Montemayor;JPN;3563
Clinique James Walker;JPN;724
Clinique James Lowe;JPN;3309
Institut de Santé Kristina Pruitt;JPN;9118
Centre Hospitalier Universitaire Mark Isacson;JPN;8389
Centre Maritza Cannon;JPN;1931
Centre Hospitalier Universitaire Richard Smith;JPN;3872
Centre Richard Yi;JPN;9289
Centre Hospitalier Universitaire Victor Kim;JPN;1474
Centre de Recherche Shantell Nice;JPN;2160
Institut Mary Mathis;JPN;9504
Clinique Deborah Ballard;JPN;5249
Hôpital Kim Gallina;JPN;3460
Centre Médical Joseph Williams;JPN;5212
Centre Hospitalier Tracy Felmet;JPN;2811
Centre Hospitalier Universitaire Fred Wolf;JPN;6763
Institut Johnny Suto;JPN;1742
Centre Médical Stephen Teeter;JPN;7257
Hôpital Brenda Brown;JPN;4655
Centre Hospitalier Universitaire Monique Locus;JPN;9849
Hôpital Donald Meissner;JPN;1233
Clinique Armando Delano;JPN;9484
Centre de Recherche Joe Caudill;JPN;5992
Centre Hospitalier Universitaire Kathryn Camic;JPN;7185
Hôpital Scott Binion;JPN;3292
Institut de Santé Katherine Paonessa;JPN;8676
Centre Médical Frank Eshelman;JPN;9775
Institut de Santé James Duprey;JPN;2943
Institut Travis Benedict;JPN;9740
Centre Hospitalier Stacey Parda;JPN;3247
Centre Hospitalier Universitaire Jason Lee;JPN;2940
Centre de Recherche Junior Beasley;JPN;6627
Centre Hospitalier Universitaire Stephanie Berg;JPN;5256
Clinique Michael Osornio;JPN;2911
Institut Shirley Williams;JPN;7053
Institut de Santé Brenda Moore;JPN;7594
Hôpital Billy Tep;JPN;2776
Institut Beatrice Wagner;JPN;7352
Centre Talia Williams;JPN;948
